Time,Tweet,UserID
2025-06-14 03:22:14+00:00,"@stufflistings If that 3rd picture was taken from OnePlus 13s 

Neutral colours 🌈 and crisp details 🙌",1032649425800376322
2025-06-14 03:14:05+00:00,"The OnePlus Nord 5 and Nord CE 5 are set to launch in July 2025, featuring powerful processors (Snapdragon 8s Gen 3 and Dimensity 8350), large batteries (up to 7,100mAh), and 120Hz OLED displays, catering to performance-focused users.
#OneplusNord5 @OnePlus_IN https://t.co/QD6P0PmXWG",1214848062155177984
2025-06-14 03:13:18+00:00,@stufflistings Oneplus 13s 😍😍😍,3061619231
2025-06-14 03:12:47+00:00,@stufflistings OnePlus 13s 👀😁,2889223242
2025-06-14 03:10:04+00:00,@Rajesh11113366 Pixel  and Oneplus phones also have great haptics.,1160924293305442305
2025-06-14 03:06:04+00:00,"@OnePlus_IN, I'm facing serious lag issues with the camera app on my OnePlus 11R. Photos are hard to capture properly, and 4K video recording lags badly making it almost unusable.Please fix this with an update ASAP. #OnePlus11R #CameraLag #oneplus",1292817719742496768
2025-06-14 03:03:59+00:00,@markgurman Oneplus had it on 7t (the last one I used),84072405
2025-06-14 02:58:34+00:00,@geekyranjit It's showing fine on my oneplus pad 2,219986068
2025-06-14 02:54:29+00:00,"i Phone 16 Pro Max USB C Headphone iPad 10 Air 6 Pixel 8a 7 OnePlus 12 https://t.co/oGlM8cz5uk   #iPhone16ProMaxCase, #iPhone16ProMax, #PhoneCaseAddict, #iPhone16Case, #ProMaxProtection, #TechAccessories, #SmartphoneCase, #iPhone16ProMaxCover, #PhoneCaseLovers,",2238960859
2025-06-14 02:54:23+00:00,"OnePlus 13s | Snapdragon 8 Elite | Lifetime Display Warranty | 12GB+512GB | Handiest flagship

https://t.co/FNP4Ai8mfP

#OnePlus13s #stocktobuy #IndoreCouple #SonamRaghuvanshi #planecrash #VijayRupani Boeing Seat 11A Turkish Sabeer CCTV Swades #RajaFestival Gyan Aur Sanskar",732098036814340096
2025-06-14 02:45:36+00:00,"@stufflistings OnePlus 13s or flagship one 
Wish to win 
🤞 Finger crossed 🤞",3456861739
2025-06-14 02:40:53+00:00,@AnxiousHolly It is but having a 5000mah battery and 45w charging is embarrasing when they could have easily upgraded the battery to 6500mah or 6200mah just like Oneplus,1147715700158582784
2025-06-14 02:26:19+00:00,"👉 Price: ₹39999, 17% 📴 MRP

👉 Deal Price: ₹35499 (₹1500 📴 coupon + ₹3000 📴 instant discount on using ICICI cc)

👉 https://t.co/Bo19Z0SUPu

#AmazonIndiaDeals #DealAlert #AmazonDeals #BudgetFinds #RCB #CSK #OnePlus #Pad2",1703402907121696768
2025-06-14 02:15:56+00:00,@OnePlus_IN The company has nothing to do with the problems of the customers. The company has blindfolded itself and is only tweeting on social media. The company has not taken any action till now.,3097060244
2025-06-14 02:04:28+00:00,"remember when oneplus took away the easter egg from calculator.. 

thats how macos feels with version 26",1927743931577466880
2025-06-14 01:47:53+00:00,@SavageAryan007 China veriant se kafi alag hoga India veriant sirf design same hoga bas Oneplus ne single speaker na de de,1770841820487995392
2025-06-14 01:36:58+00:00,"@heyitsyogesh 40k for the base variant. Otherwise power users will go with poco, vivo, Oneplus easily with their powerful hardware.",1682324559100514304
2025-06-14 01:14:03+00:00,"OnePlus 13s | Snapdragon 8 Elite | Lifetime Display Warranty | 12GB+512GB | Handiest flagship

https://t.co/FNP4Ai8mfP

#OnePlus13s #stocktobuy #IndoreCouple #rajaraghuvanshi #SonamRaghuvanshi #planecrash #VijayRupani Boeing Seat 11A Turkish Sabeer CCTV Swades #RajaFestival",732098036814340096
2025-06-14 01:13:33+00:00,"949 / 
BIG Promotion #11.11 #blackfriday #cybermonday !!!
OnePlus Nord N200 N 200 Global Version 4GB RAM 64GB Snapdragon 480 5000mAh Battery 18W Fast Charge 6.49 90Hz FHD Display

Purchase link: https://t.co/GzPu26NVWk

Make your order quickly or add to you https://t.co/EfMRR1A6Vo",1075752419936616449
2025-06-14 01:12:56+00:00,@MVM23321 @geekabhishek_ Even OnePlus can't keep things in ram 13r my old j6 did better,1438835269327736832
2025-06-14 01:12:36+00:00,"Snapdragon 8 Elite | Lifetime Display Warranty | 12GB+512GB | Handiest flagship

https://t.co/FNP4Ai8mfP

#OnePlus13 #planecrash #VijayRupani Boeing Seat 11A Turkish CCTV #AhmedabadPlaneCrash #Sebi #wtcfinal2025 #Suriya45 Python #KarnatakaRains #LetsSaveLifeMutually #RajaFestival",732098036814340096
2025-06-14 01:12:31+00:00,@onepluscareIN More than twelve hours to get a simple status update #JokeOfASupport #oneplus #OnePlus13s,1374207244749864960
2025-06-14 01:10:50+00:00,"@MishaalRahman I have a oneplus 13 device kernel 6.6.30 definitely can use LTS branch.
I haven't seen anyone online nor any documentation on how to get some VMs running using Gunyah and i really want those spicy VMs
So is there any updates? Can you guys run it ? And where's this",1281587433923117057
2025-06-14 01:08:59+00:00,"@sondesix Yeah.. No one speaks about samsung green line issue...

They always blame oneplus even though they provide lifetime warranty",2836389296
2025-06-14 01:07:48+00:00,"@Rajesh11113366 Apple utilise their haptics better than samsung, but oneplus' O Haptics ☺️",1573633031247626248
2025-06-14 00:45:35+00:00,@SlatDontMiss nah what she know about dat OnePlus Open?,1219124621552889856
2025-06-14 00:02:23+00:00,"@choehau_alen Nice excuse Scamsung user

Even with it turned on, OnePlus 13 lasts way longer than Scamsung S25 Ultra",281974860
2025-06-14 00:02:14+00:00,"Samsung needs to work on its lock screen.  Its lock screen customization looks very weak compared to Vivo, Oppo, OnePlus, and Apple!!! #OneUI8",854755332949549056
2025-06-14 00:01:22+00:00,@yo_mismo1 @Snapdragon @OnePlus_ES @OnePlus_Europe @OnePlus_FI @OnePlus_USA Amazing photo good sir! 😍,16695057
2025-06-13 23:15:57+00:00,"@sondesix It’s an issue with @SamsungMobile and @oneplus 
Uncle’s 1+ 9 after update https://t.co/PFr9rysVmX",753500365
2025-06-13 23:00:26+00:00,"@RjeyTech My OnePlus 13 has the same, if not even slimmer bezels and it's much cheaper, better cameras and battery life.",536110678
2025-06-13 22:58:21+00:00,"Post 3/9
Binged tech YouTubers &amp; X posts like a Netflix series!  iQOO Neo 10? Great but OS meh. Vivo T4 Ultra &amp; OnePlus 13R? Overpriced vibes.  So many launches, but no click until Realme GT 6 at ₹27.5K (card offer ftw)!  #RealmeGT6 #TechHunt 
@stufflistings",1213317865425620992
2025-06-13 22:49:35+00:00,Anyone selling a Oneplus Watch 3 or Galaxy Watch Ultra?,1173933328711507970
2025-06-13 22:45:50+00:00,@Sabreenislost will you tell them not to do that again? or will not take pictures with them? or will not share the pictures are taken from your oneplus,1787860970032803841
2025-06-13 22:18:57+00:00,"OnePlus Nord 5 Series: 8/12GB RAM &amp; 256GB storage. 
Black, Blue, White ~ Nord CE 5
Black, White ~ Nord 5
#OnePlusNord5 https://t.co/2j7iX7mXwb",1671548360031887362
2025-06-13 22:07:34+00:00,@OnePlus_IN airtel 5g not working after update june,1726292839557177344
2025-06-13 22:04:57+00:00,"OnePlus Pad 5 Mini is under testing. It will have a smaller size compared to the Pad 5 but will have similar specifications. it will have a 144Hz display. it will be released in the first half of next year.
#OnePlusPad5Mini https://t.co/VEL0pdvf5j",1671548360031887362
2025-06-13 21:56:04+00:00,"@OnePlus_Support @OnePlus_IN 
Hi Team, 
I recently updated my device to the latest version CPH2487_15.0.0.820 (EX01V70P04) After the update, I noticed a bug even after turning off the “Show App Names” option, the names still appear in the App menu.
Please look into this. https://t.co/LEZjNYxZN3",1397609100909834241
2025-06-13 21:49:22+00:00,"@Snapdragon @OnePlus_USA Got the OP13, waiting for the Tab now 👍
#Snapdragon Elite 👍",1930255502
2025-06-13 21:44:03+00:00,"you want a big tablet. You can go for samsung, pay 850€ and pay for shitty specs, but even shittier software with the entire device lagging 
or
go for OnePlus, pay 600€ and get all the flagship specs you want

which way would you go? https://t.co/FsOtzH4xjc",1271759639567306753
2025-06-13 21:42:16+00:00,"@IDBOOX Wow, that’s quite the drop for a flagship!  Do you think the OnePlus 13 still holds its own against other top models at this new price point?",1933263311430430724
2025-06-13 21:41:01+00:00,"@OnePlus_USA If you're rocking these devices, you know it's going to be a good day",18238788
2025-06-13 21:40:32+00:00,@OnePlus_IN @OnePlus_IN is this phone made to be use in India only? Cause I would love to get one in Nigeria please,1817605832781012994
2025-06-13 21:39:39+00:00,@OnePlus_IN @OnePlus_IN is this phone made to be use in India only? Cause I would love to get one in Nigeria please,1817605832781012994
2025-06-13 21:32:39+00:00,@sondesix OnePlus suffered from this problem but it all ended when it abandoned Samsung screens.,1649171396222672897
2025-06-13 21:22:23+00:00,The local install option makes it so easy for Oneplus devices to install a firmware... https://t.co/WNNArxEwjv,471928261
2025-06-13 21:15:21+00:00,@hindu__adarsh @OnePlus_IN Formhals Gott Dibbs:,1795623672742309888
2025-06-13 21:14:30+00:00,"@yo_mismo1 @Snapdragon @OnePlus_ES @OnePlus_Europe @OnePlus_FI @OnePlus_USA Nothing but love, José!",858426441456922625
2025-06-13 21:14:23+00:00,@Chinnik287000 Hi there! We apologize for the inconvenience. Internal restrictions on the OnePlus Nord 4 model are preventing proper UPI authentication within the Amazon app. We have provided feedback to Amazon and recommend you also provide feedback through the Amazon app.,3124020169
2025-06-13 21:10:08+00:00,"@TouristOfTheRd @OnePlus_IN @oneplus @OnePlus_Support Same experience bro, the shipment has arrived at my nearest location still no delivery",2308209012
2025-06-13 20:58:22+00:00,"I can make behind those cards blurred but android being android it was laggy on my OnePlus 12, an 8 gen 3 device so imagine mid range phones.",1272437545213874177
2025-06-13 20:55:12+00:00,"@iamshubham_15 @lakshyalark OnePlus did before Apple 🤌🏻
https://t.co/4iBnaG8fUe",1435247707250065411
2025-06-13 20:55:02+00:00,"@cak333010321 There is literally a Zorastrian-Hindu temple Atashgah Zoroastrian Fire Temple with Ganapati deity in Baku, Azerbaijan 😷 
https://t.co/nuF1VONJ22
Arey yaar,I fucking love to fight with dumeel slaves,Based Brahmins💪Woahhh!How many centuries!!!😋",1787750818025779200
2025-06-13 20:49:04+00:00,"@rishibroto1006 @OnePlus_IN @OnePlus_Support @oneplus @beebomco Same brother, the shipment has reached my nearest location but no delivery",2308209012
2025-06-13 20:41:14+00:00,"@_ShebinBiju_ @heyitsyogesh nah, OP13 would steamroll this phone, only thing they can do is undercut the oneplus by pricing it below 50k",1725952578045804544
2025-06-13 20:29:26+00:00,"@OnePlus_IN @OnePlus_Support @oneplus @jagograhakjago 
Plz help me 
One plus 10 pro mobile mai green line aagaye hai software update ke baad mai what can I do now",1618336253203853314
2025-06-13 20:29:10+00:00,@KevinBreezeTV @OnePlus_USA @oneplus It's a superb tablet. I love everything about it.,267367292
2025-06-13 20:14:35+00:00,"@MustiUnofficial @sqkanaa i will when samsung stops sucking and releasing shitty buggy software to the public

tbh only android phone manufacturer i dont have anything to say about is oneplus",1381061383945658370
2025-06-13 19:59:54+00:00,"@thegadgetshub U can experience same haptics videos on Android like one on iOS check this u will be amazed specially on oneplus 🤩🤩

https://t.co/QoynIWaZ2u",1445641713251356680
2025-06-13 19:53:34+00:00,"@infernochaan @thegadgetshub Only for iphone users.. instead use this app if u have flashlight android to experience similar especially oneplus 11 or above u love it

https://t.co/QoynIWbwS2",1445641713251356680
2025-06-13 19:51:33+00:00,"@thegadgetshub Use this if u have android specially flagship oneplus n oppo u love it
https://t.co/QoynIWaZ2u",1445641713251356680
2025-06-13 19:47:01+00:00,"This is the new OnePlus Pad 3, and it’s quickly becoming one of my favorite Android tablets. @OnePlus_USA @oneplus #oneplus #onepluspad3 #android #tech https://t.co/cJPDKHUrO7",3130925559
2025-06-13 19:45:10+00:00,"@Its_MeAbhee @just_a_techy @4k_isn Bhai ab india m harr dusre bnde ke pass flagship android n iphone pro h, i using this app in my friend oneplus 12 n he also has 16 pro, mainai bht use kara h..tabhi kaha h

https://t.co/tr6WRsaurM",1445641713251356680
2025-06-13 19:42:48+00:00,@OnePlusClub No i am still using in oneplus 12 need some upgrades,471197216
2025-06-13 19:41:52+00:00,📸 OnePlus 13 | Moody https://t.co/6FOrvBtIPl,1454832114097000452
